0.000000000	3.710003630
0.005000000	2.288372760
0.010000000	2.244573460
0.015000000	2.216183720
0.020000000	2.775223100
0.025000000	2.154479450
0.030000000	3.311132980
0.035000000	2.088018760
0.040000000	1.463544230
0.045000000	2.039246660
0.050000000	2.599534860
0.055000000	2.567261470
0.060000000	2.535214300
0.065000000	2.503392080
0.070000000	2.471793580
0.075000000	2.440417540
0.080000000	1.822034330
0.085000000	1.796625330
0.090000000	2.358628840
0.095000000	1.143651370
0.100000000	1.721627140
0.105000000	2.284175980
0.110000000	2.254150580
0.115000000	2.224338820
0.120000000	1.607511090
0.125000000	2.170877220
0.130000000	1.554436140
0.135000000	2.118186750
0.140000000	2.089356360
0.145000000	1.473504490
0.150000000	1.450612590
0.155000000	1.427890620
0.160000000	1.992566010
0.165000000	1.377426780
0.170000000	0.758062040
0.175000000	2.523255360
0.180000000	2.490222350
0.185000000	1.273013630
0.190000000	1.838821240
0.195000000	1.224807810
0.200000000	2.388153750
0.205000000	1.758922700
0.210000000	1.145492710
0.215000000	1.125008970
0.220000000	1.691909900
0.225000000	2.263393400
0.230000000	1.047855310
0.235000000	1.028095670
0.240000000	2.192898000
0.245000000	1.565115040
0.250000000	2.137534730
0.255000000	1.510155900
0.260000000	2.082977430
0.265000000	0.868769770
0.270000000	0.850333000
0.275000000	2.016450680
0.280000000	0.205565780
0.285000000	0.790431190
0.290000000	0.772602190
0.295000000	0.754914290
0.300000000	0.140185240
0.305000000	0.128396550
0.310000000	1.301121060
0.315000000	0.691164800
0.320000000	0.076953380
0.325000000	1.250089090
0.330000000	0.640541600
0.335000000	1.211146380
0.340000000	1.189130930
0.345000000	0.580054960
0.350000000	1.151128510
0.355000000	0.542350730
0.360000000	1.113720740
0.365000000	0.505237670
0.370000000	0.489672270
0.375000000	-0.122946710
0.380000000	1.051772110
0.385000000	-0.153382950
0.390000000	0.434358960
0.395000000	1.006617940
0.400000000	1.583428390
0.405000000	0.960414700
0.410000000	0.353166040
0.415000000	0.926056170
0.420000000	0.906312690
0.425000000	0.886723740
0.430000000	0.867288440
0.435000000	0.260777490
0.440000000	0.834401020
0.445000000	1.412568050
0.450000000	-0.393506800
0.455000000	0.783368850
0.460000000	0.177539380
0.465000000	0.751840370
0.470000000	0.733499430
0.475000000	-0.469105050
0.480000000	0.708400840
0.485000000	0.690426260
0.490000000	0.672595760
0.495000000	0.654908500
0.500000000	0.637363630
0.505000000	0.032731930
0.510000000	0.020995160
0.515000000	0.009363630
0.520000000	-0.002163330
0.525000000	-0.610767770
0.530000000	0.567941820
0.535000000	-0.036064700
0.540000000	0.540048290
0.545000000	-0.660901360
0.550000000	0.518249390
0.555000000	0.501909740
0.560000000	-0.101524090
0.565000000	0.475158120
0.570000000	-0.128044340
0.575000000	-0.735541980
0.580000000	0.444267670
0.585000000	-0.755826920
0.590000000	0.424173660
0.595000000	0.408678640
0.600000000	-1.388278590
0.605000000	0.394839720
0.610000000	-0.207604070
0.615000000	-0.217166350
0.620000000	0.957773050
0.625000000	-0.844342630
0.630000000	-1.445123080
0.635000000	0.935724570
0.640000000	-0.268975640
0.645000000	0.906448210
0.650000000	-0.298004610
0.655000000	0.877665160
0.660000000	-0.923724650
0.665000000	-0.329420850
0.670000000	0.249360540
0.675000000	-0.351755710
0.680000000	-1.554361490
0.685000000	-0.356918890
0.690000000	0.819344400
0.695000000	-0.384274240
0.700000000	-0.392185330
0.705000000	-0.400014830
0.710000000	-0.407763240
0.715000000	0.171797300
0.720000000	0.158683670
0.725000000	0.145684220
0.730000000	0.132798280
0.735000000	0.717206570
0.740000000	-0.485483740
0.745000000	-1.089653660
0.750000000	-0.493765330
0.755000000	0.086590670
0.760000000	0.671448980
0.765000000	0.653615680
0.770000000	0.635926250
0.775000000	0.021198440
0.780000000	-0.577814690
0.785000000	0.003260890
0.790000000	-0.595575370
0.795000000	-0.014324030
0.800000000	-0.025757250
0.805000000	-0.037086600
0.810000000	-0.635541120
0.815000000	0.543271000
0.820000000	-0.070586140
0.825000000	-0.081505610
0.830000000	-1.276734200
0.835000000	-0.091897760
0.840000000	-0.102586920
0.845000000	-0.700405260
0.850000000	-0.705370790
0.855000000	-0.710273010
0.860000000	-0.127883940
0.865000000	-0.725415040
0.870000000	-1.327276630
0.875000000	-0.729094460
0.880000000	0.450722400
0.885000000	-0.162136500
0.890000000	-0.172064210
0.895000000	-0.181897660
0.900000000	-0.778865840
0.905000000	-1.977349550
0.910000000	-1.372992200
0.915000000	-1.371448810
0.920000000	-1.369883270
0.925000000	-0.183885950
0.930000000	-0.780650420
0.935000000	-0.784569230
0.940000000	-0.788431820
0.945000000	-1.389420030
0.950000000	-0.203142070
0.955000000	-0.212399450
0.960000000	-0.221567310
0.965000000	-0.230646220
0.970000000	-0.239636750
0.975000000	-0.835767840
0.980000000	-0.839057420
0.985000000	-0.255066550
0.990000000	-0.263778200
0.995000000	-1.456813680
1.000000000	-0.857027150
1.005000000	-0.272798140
1.010000000	-0.868501680
